,Q1Income,Q1Foodaway,Q1Cereal,Q1Foodhome,Q2Income,Q2Foodaway,Q2Cereal,Q2Foodhome,Q3Income,Q3Foodaway,Q3Cereal,Q3Foodhome,Q4Income,Q4Foodaway,Q4Cereal,Q4Foodhome,Q5Income,Q5Foodaway,Q5Cereal,Q5Foodhome,Year,State
Year,10487.61,38.43,1.2,36.78,32473.63,30.68,1.28,43.04,54478.38,48.58,2.27,67.47,90283.54,82.11,2.69,79.43,200534.38,88.79,9.04,193.86,2010,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2010,Mississippi
Year,12628.04,20.77,3.6,69.22,31624.17,27.13,1.58,67.84,55489.84,39.37,4.71,89.74,94376.49,51.69,7.03,102.06,190803.27,80.74,9.86,149.78,2010,Minnesota
Year,9582.98,18.02,3.71,72.66,32598.42,29.62,4.84,82.87,57931.12,39.34,4.97,96.77,93911.28,59.59,5.25,115.25,151289.52,66.62,5.49,154.46,2010,Michigan
Year,11734.57,35.87,4.26,75.11,31270.55,47.29,6.63,107.2,56972.43,76.08,2.99,84.69,95471.78,72.46,6.39,151.95,216840.92,114.63,11.9,209.22,2010,Massachuse
Year,11203.26,21.84,2.88,58.19,31412.08,35.14,1.86,62.79,57826.33,50.34,3.77,77.83,88421.47,33.57,2.26,60.08,186960.56,92.41,5.68,129.66,2010,Maryland
Year,11461.4,22.63,2.62,53.11,31523.84,75.53,5.42,111.42,55691.52,45.3,3.51,107.24,82324.88,73.69,6.24,210.32,229512.2,192.85,1.48,80.75,2010,Maine
Year,10044.05,31.79,2.75,56.52,32391.28,63.9,3.66,75.31,53327.0,48.6,3.11,75.12,96377.55,93.7,4.67,88.42,158294.66,113.92,7.88,142.16,2010,Louisiana
Year,10862.25,23.73,2.3,68.22,32455.92,45.1,2.06,66.15,58278.85,38.5,3.17,96.49,90532.31,65.04,4.99,110.92,240504.44,40.85,3.67,97.19,2010,Kentucky
Year,13267.1,43.15,1.06,42.16,30225.27,18.69,0.0,40.47,52945.33,29.47,0.0,37.12,81166.73,139.05,4.51,151.03,166993.6,85.84,6.9,178.14,2010,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2010,Iowa
Year,12790.15,14.29,3.19,59.37,31575.45,37.51,2.83,68.06,56546.25,54.55,4.36,113.63,91964.7,82.58,2.67,126.94,124000.0,0.0,10.15,87.08,2010,Indiana
Year,10927.47,18.42,2.52,58.28,32992.53,36.59,4.85,91.51,55752.21,44.25,4.87,98.49,89849.71,72.7,5.02,122.11,203808.44,118.1,6.64,176.76,2010,Illinois
Year,11418.31,37.15,1.71,58.93,32208.9,42.0,6.18,163.41,53780.92,53.77,1.03,43.88,91782.85,60.2,5.89,109.45,261983.4,45.3,3.05,79.63,2010,Idaho
Year,7759.28,88.75,1.63,50.96,34654.78,100.52,5.99,101.59,55754.55,132.43,7.78,106.69,91492.47,108.92,3.71,76.04,227258.54,99.56,7.53,157.38,2010,Hawaii
Year,10288.23,24.26,2.63,60.21,31164.64,35.71,2.32,72.85,54601.06,39.01,3.22,69.64,90677.33,92.12,3.84,84.22,205879.98,98.65,4.61,120.77,2010,Georgia
Year,10177.83,20.48,2.95,63.83,31891.47,37.26,3.51,70.63,56159.22,47.43,4.46,90.29,88680.58,65.75,4.45,104.19,196587.49,67.66,7.47,129.11,2010,Florida
Year,5669.67,14.14,2.54,21.56,28000.0,12.18,0.0,4.2,49878.5,28.88,0.0,143.51,82452.33,102.5,1.34,15.42,205991.7,184.36,11.04,614.79,2010,District of Columbia
Year,16181.0,0.0,0.0,23.82,31810.5,12.94,3.46,12.28,53490.33,45.61,1.67,74.39,92711.48,44.56,0.67,39.13,127617.2,59.84,8.28,142.49,2010,Delaware
Year,13615.25,19.67,5.0,104.06,32320.96,77.98,6.39,109.63,57636.87,69.27,5.14,114.01,91679.87,99.92,8.55,185.38,239318.31,152.0,5.26,191.89,2010,Connecticut
Year,8390.23,40.56,2.36,71.4,31305.55,40.01,2.46,64.12,54893.69,45.2,2.45,85.29,98848.86,64.15,4.43,154.16,177816.02,94.02,4.45,145.91,2010,Colorado
Year,9705.46,36.31,3.77,73.19,32326.31,42.89,3.8,77.77,57128.59,65.3,4.78,86.48,91692.4,73.98,6.1,110.87,204063.55,141.9,4.68,125.84,2010,California
Year,,,,,,,,,,,,,,,,,,,,,2010,Arkansas
Year,9802.12,16.45,1.5,48.45,32030.74,35.83,3.75,62.24,55331.22,70.97,4.49,102.47,90686.71,84.68,5.45,124.07,196472.96,79.88,3.76,63.0,2010,Arizona
Year,10613.25,29.95,1.96,47.67,34905.28,59.37,8.5,116.17,58899.89,47.5,4.87,123.63,91479.3,116.34,5.98,136.02,156665.01,93.41,3.36,79.83,2010,Alaska
Year,10230.57,14.18,2.09,59.84,33323.1,49.58,3.95,85.19,54906.08,36.72,2.23,59.38,93605.36,96.09,4.05,129.95,207190.3,189.61,6.44,136.33,2010,Alabama
Year,11852.39,16.72,2.51,49.95,32801.68,37.87,3.56,61.28,53924.2,61.24,5.37,90.31,91641.6,91.63,7.2,141.14,151614.96,98.94,4.42,108.46,2009,Wisconsin
Year,7097.12,44.97,3.04,71.92,30719.03,47.21,3.94,88.75,57775.1,79.53,5.46,108.03,89808.04,70.72,9.8,147.65,174320.61,137.99,6.93,150.96,2009,Washington
Year,10767.26,27.85,2.29,53.02,31485.45,36.96,3.63,71.33,55853.05,85.02,6.47,111.0,89295.1,61.85,3.12,95.74,172969.31,85.63,6.65,149.59,2009,Virginia
Year,8272.64,22.55,4.23,66.33,31176.31,33.95,10.39,139.08,54019.69,35.77,6.95,108.8,89428.95,81.86,7.72,130.15,133606.2,41.45,11.58,271.62,2009,Utah
Year,10553.89,31.75,2.32,48.34,33318.17,50.86,3.06,73.0,54509.91,65.16,3.79,82.7,89714.87,91.47,4.24,98.77,167025.18,145.67,8.18,143.1,2009,Texas
Year,12373.49,38.67,2.03,53.98,29418.56,47.97,4.32,71.48,57429.1,55.2,8.05,140.61,83525.47,57.29,0.96,61.17,196960.1,66.04,1.78,92.71,2009,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2009,South Dakota
Year,12203.02,25.44,4.92,91.01,30661.59,49.61,3.49,84.9,55089.82,53.27,3.08,77.44,86665.91,84.77,3.42,100.11,173328.58,140.22,6.32,166.52,2009,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2009,Rhode Island
Year,11690.61,20.51,2.74,59.47,31989.27,50.63,4.17,88.92,56026.09,53.81,3.7,85.2,91370.04,61.12,3.94,107.9,174285.98,78.39,4.58,140.24,2009,Pennsylvania
Year,11028.15,30.34,3.89,83.5,31689.03,48.26,3.64,64.71,53501.03,41.45,2.75,86.31,80073.84,46.3,3.06,101.91,172396.65,115.38,8.97,156.51,2009,Oregon
Year,,,,,,,,,,,,,,,,,,,,,2009,Oklahoma
Year,10276.85,20.11,1.91,54.82,30876.58,31.12,2.95,63.78,55414.61,51.01,3.92,69.06,88796.01,56.88,5.78,130.69,174683.99,117.64,7.69,133.54,2009,Ohio
Year,,,,,,,,,,,,,,,,,,,,,2009,North Carolina
Year,10055.52,25.75,3.64,63.09,32643.49,38.19,3.89,73.03,57131.26,64.0,3.67,102.73,89250.91,88.83,5.15,118.42,175130.62,162.5,9.46,168.34,2009,New York
Year,10486.09,25.27,2.31,54.57,32152.16,55.08,3.2,72.21,55214.87,36.79,5.57,129.36,90727.11,54.22,6.45,132.39,188304.07,111.94,5.68,136.32,2009,New Jersey
Year,15137.63,11.22,2.01,78.89,31533.4,61.63,2.12,75.77,56280.04,34.89,6.69,72.62,96376.72,177.02,10.81,231.13,187391.8,42.06,9.41,136.85,2009,New Hampshire
Year,13104.0,37.96,4.21,84.65,34347.27,35.12,3.87,77.66,55528.17,61.25,7.0,165.12,92494.48,65.18,1.63,75.76,181906.11,156.94,9.77,234.08,2009,Nevada
Year,6556.66,38.0,1.81,66.3,33102.81,42.07,2.83,77.76,57668.63,35.25,2.98,70.56,86048.15,108.92,9.27,141.5,124588.9,68.69,7.33,94.78,2009,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2009,Montana
Year,11667.78,26.72,3.34,73.2,34082.26,34.18,3.21,82.62,57175.56,52.98,4.07,84.16,88657.75,64.84,6.09,134.27,182390.19,152.99,8.92,191.48,2009,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2009,Mississippi
Year,12457.4,18.54,0.73,35.62,33420.19,40.6,4.75,98.78,58555.2,50.1,5.29,117.33,87428.79,78.15,3.25,95.01,189148.67,83.47,4.94,109.31,2009,Minnesota
Year,8894.41,22.76,2.46,60.88,30844.99,34.1,3.34,108.69,57764.11,38.97,5.09,97.93,87613.93,43.61,3.94,113.32,184968.88,66.27,7.47,166.46,2009,Michigan
Year,10559.75,41.72,5.48,101.29,32105.88,42.35,2.94,66.01,57710.32,83.88,4.9,95.26,92876.77,88.61,6.73,138.42,187699.02,111.56,7.99,160.21,2009,Massachuse
Year,12429.31,22.35,1.31,33.44,31777.38,42.48,2.88,53.05,55681.22,51.3,2.59,52.17,90161.35,95.4,3.8,109.19,175133.63,117.62,9.36,160.69,2009,Maryland
Year,11045.49,23.03,4.56,69.24,30588.86,35.98,5.22,118.71,55913.54,48.94,2.6,87.58,84056.76,59.75,4.01,131.88,185500.0,29.58,4.34,154.39,2009,Maine
Year,10228.37,22.37,1.73,51.76,31217.15,22.04,3.24,53.1,56468.84,35.88,4.16,75.36,88747.73,99.33,5.05,125.27,159666.55,102.02,5.49,112.94,2009,Louisiana
Year,9919.17,20.15,3.35,87.03,31486.08,30.06,5.2,110.34,56736.14,80.4,3.36,99.46,90739.92,69.18,5.88,118.29,184355.03,74.76,5.56,126.66,2009,Kentucky
Year,8535.8,74.38,4.75,95.38,32650.65,69.97,4.49,66.32,57290.4,40.05,4.16,56.73,90431.87,171.78,8.56,163.43,169954.43,117.5,8.36,201.19,2009,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2009,Iowa
Year,9987.98,20.06,2.97,67.09,31769.27,43.28,2.44,57.72,56379.06,44.22,4.87,83.02,87600.5,49.29,7.2,144.73,166487.44,113.82,7.15,143.0,2009,Indiana
Year,11041.67,20.87,3.84,63.29,31231.76,36.8,5.45,98.42,56665.21,63.26,4.01,101.71,92482.74,64.99,6.51,133.85,188954.26,104.07,5.25,139.18,2009,Illinois
Year,10648.32,39.11,3.85,76.46,33800.26,39.82,3.3,52.84,58864.41,69.24,3.7,70.76,91738.0,66.51,6.51,128.51,160957.03,142.83,6.65,187.97,2009,Idaho
Year,10605.11,13.82,3.97,54.89,32852.27,52.78,6.07,111.21,51899.4,67.26,2.7,119.4,94709.97,107.37,7.61,91.5,207803.81,146.05,7.22,142.12,2009,Hawaii
Year,11480.14,22.73,2.73,53.9,32064.54,24.13,2.9,55.86,55655.62,45.51,2.66,55.43,90459.26,52.43,4.46,100.59,185144.42,85.35,3.52,80.48,2009,Georgia
Year,10727.79,30.48,2.82,69.91,32044.69,33.31,3.82,72.82,56942.85,51.5,5.14,97.31,87422.16,65.29,3.63,121.29,187850.61,75.01,5.62,100.66,2009,Florida
Year,9112.26,0.0,0.0,5.35,29060.25,24.29,15.08,119.12,50000.0,22.12,0.0,15.26,92500.0,134.76,3.41,65.22,130000.0,0.0,0.0,0.0,2009,District of Columbia
Year,10890.67,31.2,0.97,54.53,42409.0,154.02,0.0,21.71,54118.0,66.61,4.57,150.05,87033.33,61.67,11.24,137.24,141500.0,132.86,12.45,215.14,2009,Delaware
Year,10934.71,23.99,2.84,59.84,34737.54,72.15,6.58,108.54,59805.8,77.36,5.23,109.0,93036.98,178.43,4.26,143.7,211005.92,118.55,9.69,171.97,2009,Connecticut
Year,11142.16,33.45,3.22,76.53,32391.01,18.85,4.65,87.07,52530.48,50.69,2.72,59.46,92526.54,64.54,3.78,112.77,175098.74,78.75,5.54,165.97,2009,Colorado
Year,9874.33,33.86,3.6,74.72,32892.87,48.63,3.46,80.32,57413.12,56.17,4.12,100.31,90098.07,88.35,5.34,112.55,185569.55,144.4,5.04,125.24,2009,California
Year,,,,,,,,,,,,,,,,,,,,,2009,Arkansas
Year,11120.6,34.14,2.75,58.1,30620.29,50.75,3.08,86.14,54477.38,49.44,1.67,82.9,90322.17,72.33,3.67,86.25,221089.27,169.34,5.94,138.27,2009,Arizona
Year,8983.02,33.87,1.14,65.72,31797.36,62.52,6.12,124.61,57396.27,83.48,4.5,166.86,89734.52,90.95,3.63,71.92,181519.56,82.47,6.82,131.15,2009,Alaska
Year,14267.98,30.66,3.25,74.81,32203.7,27.41,1.62,61.93,59465.69,52.06,4.3,80.46,90159.3,77.09,4.48,126.49,190773.8,80.34,2.97,67.25,2009,Alabama
Year,9973.29,22.06,1.86,42.12,30709.56,39.26,4.46,70.85,56566.39,40.51,3.63,61.86,87080.08,59.69,7.12,123.45,161983.66,101.86,3.56,111.62,2008,Wisconsin
Year,8523.29,38.73,5.03,115.97,29849.67,43.24,2.94,60.33,56542.71,65.94,3.74,79.87,93084.51,81.49,8.98,155.32,198539.17,91.5,7.81,165.58,2008,Washington
Year,10792.53,25.44,2.61,54.99,31287.57,27.5,4.69,72.59,56297.59,54.17,2.98,81.93,89813.28,81.49,4.74,113.25,195899.01,104.13,5.16,118.33,2008,Virginia
Year,12695.06,24.9,3.52,83.27,32236.37,40.05,5.51,105.7,53621.5,78.01,8.07,154.43,87392.43,96.0,10.95,162.33,192516.47,88.86,13.3,261.82,2008,Utah
Year,10284.02,38.45,2.84,63.61,31582.7,56.55,4.12,80.12,55562.72,67.55,3.96,95.78,91041.63,104.93,5.29,106.81,192834.19,137.75,6.11,108.07,2008,Texas
Year,12401.61,24.26,2.91,73.02,32554.18,37.28,3.67,78.39,54263.73,69.57,4.72,108.22,82574.27,73.23,1.85,81.16,251158.4,256.05,5.17,148.85,2008,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2008,South Dakota
Year,10929.81,31.8,3.61,60.33,31474.34,36.59,4.83,77.74,54835.88,61.66,3.22,71.22,92993.72,102.07,3.9,92.61,193159.97,145.52,5.48,121.28,2008,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2008,Rhode Island
Year,10184.38,20.44,3.21,57.56,30805.25,35.78,3.18,66.68,55953.84,62.86,3.65,82.6,89953.73,71.61,4.19,108.72,183923.39,103.89,5.74,126.28,2008,Pennsylvania
Year,12509.75,23.84,3.21,59.75,30135.01,34.42,3.7,91.83,57418.13,58.57,3.63,113.98,87989.72,76.7,5.25,105.03,233908.87,122.27,8.44,183.41,2008,Oregon
Year,,,,,,,,,,,,,,,,,,,,,2008,Oklahoma
Year,9931.53,23.06,2.38,70.8,33806.78,43.4,2.73,64.77,55028.22,49.03,3.01,95.45,90473.14,89.98,6.94,106.72,132982.9,91.3,4.29,102.62,2008,Ohio
Year,,,,,,,,,,,,,,,,,,,,,2008,North Carolina
Year,9302.04,24.42,5.91,71.69,30536.62,32.62,4.19,83.44,56145.17,69.31,5.37,105.9,90870.72,75.38,6.11,103.57,231357.15,151.01,5.35,143.16,2008,New York
Year,12260.86,37.59,2.17,48.28,31810.15,46.76,4.07,66.49,55422.73,57.75,4.41,84.2,91279.92,91.17,5.97,116.47,221447.26,110.91,4.49,165.15,2008,New Jersey
Year,12658.0,0.0,7.08,56.72,28776.53,95.94,5.82,112.68,58085.57,55.59,5.03,162.04,89085.49,15.62,3.33,111.73,318783.82,94.62,7.54,202.58,2008,New Hampshire
Year,13854.37,10.68,1.99,49.11,30760.12,46.0,3.12,99.02,57408.68,100.45,4.49,100.63,91025.45,94.46,11.79,158.56,234044.9,72.66,0.9,18.34,2008,Nevada
Year,10501.05,31.62,1.55,34.15,31881.84,45.45,1.82,44.8,55743.65,94.57,6.72,89.33,88356.92,99.64,3.37,95.01,206554.68,93.3,9.12,151.47,2008,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2008,Montana
Year,12525.45,32.16,3.34,72.19,32076.07,43.12,4.76,106.78,59111.39,75.42,5.81,117.8,87624.49,70.74,4.52,109.92,194483.18,95.62,7.45,171.68,2008,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2008,Mississippi
Year,12400.06,22.02,4.37,51.93,32518.32,69.96,2.26,63.8,57354.92,42.42,5.64,94.3,96388.19,76.63,6.7,130.57,176731.78,101.1,7.47,115.43,2008,Minnesota
Year,11161.39,37.71,3.89,72.96,32053.61,40.52,4.51,92.28,56622.81,53.49,5.93,114.28,91920.3,82.92,5.13,103.08,161034.71,104.85,9.04,158.47,2008,Michigan
Year,10617.54,31.81,3.83,87.84,33401.36,46.96,4.53,91.77,56197.26,80.99,3.47,107.97,91414.21,96.59,7.59,146.85,239119.54,84.0,9.43,164.56,2008,Massachuse
Year,11556.29,22.31,3.53,66.35,31835.69,44.26,4.32,59.04,55320.11,30.42,3.47,67.55,92191.23,81.43,6.47,122.31,210015.62,99.65,6.65,156.75,2008,Maryland
Year,13052.35,38.61,2.72,81.71,30937.75,32.52,4.23,101.56,52222.66,56.63,1.38,106.73,93169.62,67.27,8.21,219.76,,,,,2008,Maine
Year,9230.92,41.9,3.23,55.22,32128.54,48.46,3.25,87.32,58696.73,52.75,1.86,68.16,86199.32,52.36,4.26,71.61,183352.11,167.4,3.55,150.13,2008,Louisiana
Year,10285.77,20.18,3.0,66.29,33907.41,41.97,3.23,87.87,57783.49,28.26,5.75,115.31,93418.57,72.85,4.6,118.71,220914.42,106.66,4.0,112.31,2008,Kentucky
Year,10859.6,23.58,0.97,33.65,35000.0,70.55,9.4,128.8,57368.37,60.64,0.78,87.88,88066.0,107.0,3.61,186.09,228051.31,137.55,8.95,142.79,2008,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2008,Iowa
Year,9046.72,21.46,3.25,73.01,32581.17,32.51,2.63,52.74,54174.68,51.74,3.26,87.48,86266.49,69.74,8.92,105.85,263679.95,56.64,0.97,53.21,2008,Indiana
Year,11506.4,21.39,3.47,79.37,32002.6,30.79,2.69,63.15,54942.85,44.59,3.16,82.78,90865.58,83.42,5.47,124.66,231263.12,129.76,7.95,153.57,2008,Illinois
Year,7656.91,36.65,2.77,65.46,31593.07,39.41,0.0,45.81,54025.68,55.63,1.66,71.65,90084.02,45.4,7.85,115.22,268417.69,106.11,6.5,67.35,2008,Idaho
Year,8186.55,25.15,2.41,68.63,30953.25,33.99,3.78,98.16,58396.87,66.93,7.71,135.01,91713.96,87.24,8.94,137.4,216420.52,122.81,7.86,127.93,2008,Hawaii
Year,10754.89,32.71,2.0,38.97,32101.47,37.5,2.69,49.2,57379.92,43.41,3.72,66.49,89970.41,79.15,4.44,75.83,205270.42,208.84,1.34,80.07,2008,Georgia
Year,11298.16,31.28,2.91,62.6,32381.53,35.85,3.6,93.34,56528.77,43.24,4.92,91.76,90534.46,79.53,3.17,100.21,170836.45,111.17,4.54,131.4,2008,Florida
Year,13352.4,27.04,0.9,8.69,31166.67,136.94,1.16,40.27,52994.4,0.0,0.0,0.0,89000.0,78.37,3.28,90.57,250085.93,131.7,1.6,46.42,2008,District of Columbia
Year,11735.5,35.98,3.17,85.14,27500.0,122.18,7.14,93.52,55567.13,70.85,3.34,81.91,87266.67,99.97,4.83,92.47,167716.93,97.24,5.27,142.24,2008,Delaware
Year,9729.12,22.13,2.5,49.61,35076.47,40.77,6.14,130.85,54792.73,74.23,6.12,124.99,89631.8,75.03,4.4,148.34,217799.61,153.99,5.35,164.65,2008,Connecticut
Year,10813.6,31.34,3.16,70.48,31305.72,37.0,2.07,47.91,55490.29,54.46,2.67,73.14,87705.67,47.06,8.72,137.78,193871.2,114.88,6.84,156.41,2008,Colorado
Year,10625.99,38.51,2.81,67.29,31834.34,51.42,3.47,76.2,56154.25,64.31,4.6,103.81,88135.66,80.94,5.1,123.11,209208.28,119.62,5.73,149.57,2008,California
Year,,,,,,,,,,,,,,,,,,,,,2008,Arkansas
Year,9662.23,22.86,1.62,54.37,31229.71,43.24,3.93,85.47,57137.87,55.07,3.82,67.84,92245.88,46.93,5.29,112.44,225222.0,83.67,4.93,105.12,2008,Arizona
Year,15322.84,64.52,12.03,124.92,33439.0,34.18,2.04,57.02,56074.99,51.44,2.53,80.33,91485.5,66.09,6.28,131.41,200399.76,182.39,5.79,153.87,2008,Alaska
Year,10947.92,26.1,3.68,75.29,33099.1,37.05,3.22,74.43,53283.97,52.12,1.97,70.93,85865.78,77.37,4.55,100.09,184829.36,168.49,8.3,114.29,2008,Alabama
Year,9743.98,18.02,2.06,47.33,32368.39,38.04,1.39,51.11,52935.23,49.22,1.53,53.08,85489.54,58.94,4.99,76.12,187990.43,104.8,5.47,114.54,2007,Wisconsin
Year,7789.91,23.92,1.8,61.82,30056.34,27.42,1.43,70.8,52428.66,66.26,2.99,107.68,88558.25,78.72,2.79,108.16,178950.0,134.73,9.45,150.23,2007,Washington
Year,10537.37,27.7,2.6,54.8,30133.6,45.12,4.14,80.74,53675.27,52.99,4.06,103.74,85954.31,88.41,2.7,97.99,172556.85,94.98,5.22,155.31,2007,Virginia
Year,13278.12,29.19,3.54,72.38,29249.6,41.1,1.59,70.72,53990.58,46.36,9.32,133.74,84175.92,80.84,8.82,138.67,194208.67,76.82,5.01,112.69,2007,Utah
Year,10237.52,29.5,2.58,69.54,31518.17,43.63,2.96,69.85,55043.88,73.91,3.41,78.63,86880.46,79.65,3.78,93.92,180167.06,118.17,3.16,105.42,2007,Texas
Year,8934.15,38.18,2.15,55.99,30440.41,48.92,2.29,66.45,52279.7,47.99,3.6,117.73,86489.04,108.59,3.34,105.75,158725.88,196.21,0.78,93.99,2007,Tennessee
Year,,,,,,,,,,,,,,,,,,,,,2007,South Dakota
Year,11119.14,19.26,4.27,63.14,30621.57,42.88,2.99,67.62,54115.96,72.99,8.56,108.46,86740.78,99.77,6.13,95.44,192878.5,151.3,6.05,161.19,2007,South Carolina
Year,,,,,,,,,,,,,,,,,,,,,2007,Rhode Island
Year,11164.3,27.11,2.55,56.71,30007.81,38.38,2.99,65.53,53742.19,68.04,4.63,86.36,87838.79,74.6,3.02,85.48,157913.02,67.49,6.32,151.06,2007,Pennsylvania
Year,11958.27,23.91,3.77,72.83,29937.18,44.85,2.31,71.95,53412.28,76.5,3.86,94.22,89995.87,68.11,5.32,118.56,181294.73,70.82,7.98,152.14,2007,Oregon
Year,,,,,,,,,,,,,,,,,,,,,2007,Oklahoma
Year,9768.54,20.6,2.2,42.06,30866.37,47.83,2.98,77.15,53474.26,61.11,4.19,110.91,86674.85,68.71,2.93,85.74,164523.58,98.64,2.13,75.49,2007,Ohio
Year,,,,,,,,,,,,,,,,,,,,,2007,North Carolina
Year,10393.18,28.63,3.35,66.04,30309.17,33.7,2.32,64.05,52582.1,72.95,5.66,92.35,87077.48,66.89,5.32,106.05,188132.07,185.2,6.96,144.91,2007,New York
Year,9778.79,40.42,2.35,55.63,31322.64,36.77,2.87,54.86,54653.14,51.15,2.74,79.11,87779.96,100.73,5.87,129.04,195308.76,121.9,3.93,142.69,2007,New Jersey
Year,12978.0,25.79,1.46,27.55,27751.2,20.64,0.62,40.25,46680.93,61.64,2.08,66.43,86333.33,62.53,5.91,116.08,,,,,2007,New Hampshire
Year,8614.73,26.06,1.7,56.71,32057.03,35.01,1.95,106.34,51741.59,74.91,4.75,113.44,88700.0,61.6,4.79,79.13,163333.6,218.93,3.1,99.57,2007,Nevada
Year,6791.44,28.79,2.15,29.61,31053.42,43.38,2.79,59.9,53213.53,58.4,2.31,29.88,92725.2,84.32,5.99,92.28,181497.3,83.69,4.37,80.72,2007,Nebraska
Year,,,,,,,,,,,,,,,,,,,,,2007,Montana
Year,8638.92,30.24,1.84,59.44,29651.55,38.43,3.58,74.02,54051.2,55.71,6.69,101.64,88746.22,76.62,2.47,84.49,221172.25,106.66,6.57,152.68,2007,Missouri
Year,,,,,,,,,,,,,,,,,,,,,2007,Mississippi
Year,9480.84,39.96,1.81,53.02,31293.15,30.47,4.8,135.2,55007.13,57.29,5.96,97.64,88070.66,83.37,2.4,106.63,171553.5,127.22,6.38,177.53,2007,Minnesota
Year,10615.1,31.55,2.91,67.79,30476.33,22.04,3.17,75.45,53716.24,55.15,3.66,106.62,84398.23,70.92,6.38,130.37,166208.77,144.61,5.4,125.17,2007,Michigan
Year,10088.04,26.9,3.25,68.04,30817.25,46.58,2.52,60.68,54802.31,70.87,4.97,106.48,90548.87,69.47,7.15,132.19,181768.51,97.07,6.57,172.57,2007,Massachuse
Year,8915.22,29.48,2.26,58.14,30675.29,29.53,3.7,51.57,51666.72,44.4,3.06,96.18,86985.02,103.87,5.84,120.59,188335.24,131.98,5.51,181.84,2007,Maryland
Year,9851.89,24.15,3.88,54.97,30326.3,29.9,2.25,50.55,52150.47,64.59,3.17,116.17,81954.33,56.38,9.66,149.59,146808.24,96.4,10.93,207.02,2007,Maine
Year,10217.6,23.83,1.71,31.79,30839.57,31.69,1.92,39.05,54845.39,42.36,2.21,60.01,90653.78,80.33,3.01,76.47,140073.49,65.73,1.81,56.83,2007,Louisiana
Year,9926.02,21.33,2.73,72.44,30979.12,47.93,4.04,97.65,56669.3,59.72,4.04,96.11,88912.8,84.0,3.58,92.2,178728.22,94.44,2.89,88.66,2007,Kentucky
Year,12098.38,15.12,0.79,36.17,31529.67,47.08,0.88,55.88,54847.32,33.9,2.34,93.43,92627.4,35.21,2.14,53.01,174331.2,117.73,7.68,149.2,2007,Kansas
Year,,,,,,,,,,,,,,,,,,,,,2007,Iowa
Year,11871.28,16.14,1.62,41.65,33134.9,47.75,2.84,72.89,53430.83,74.31,2.71,73.69,95400.83,93.55,8.61,151.97,198590.75,108.23,9.66,230.67,2007,Indiana
Year,11641.65,24.83,1.45,51.35,29729.95,37.1,5.08,91.57,53900.0,63.34,3.89,82.06,87586.9,103.73,3.79,103.94,193261.65,142.8,4.43,131.78,2007,Illinois
Year,8619.16,41.35,3.52,77.88,28661.87,43.34,4.69,116.8,51349.51,30.02,1.31,47.56,86526.52,75.46,3.02,78.38,175289.1,69.94,3.58,106.92,2007,Idaho
Year,11336.69,53.52,2.01,54.97,34132.1,59.26,5.12,114.1,52676.47,121.92,4.56,138.6,86874.01,138.92,6.04,130.39,187342.38,176.44,12.23,180.32,2007,Hawaii
Year,11758.84,25.39,1.52,42.99,31053.47,37.63,4.69,71.82,55076.95,66.73,2.6,60.64,89315.21,86.57,5.24,102.64,158747.52,80.97,3.85,157.13,2007,Georgia
Year,11369.71,27.17,2.61,56.13,30546.79,28.0,3.2,78.45,52978.31,42.06,2.72,92.56,83683.54,59.03,5.72,131.29,166050.21,140.51,5.41,163.48,2007,Florida
Year,11884.87,2.5,1.31,29.06,31753.5,27.96,5.35,52.34,66322.8,0.0,0.0,0.0,90000.0,176.82,4.27,108.27,,,,,2007,District of Columbia
Year,15536.67,148.68,1.12,78.24,33330.0,63.67,7.61,60.47,52424.4,19.13,2.19,54.42,81588.9,211.92,5.3,111.5,161061.0,162.74,3.93,64.47,2007,Delaware
Year,10477.57,27.65,1.97,45.88,35052.08,58.39,4.7,139.55,53238.71,54.34,5.2,154.13,89462.11,97.88,4.05,119.24,159666.4,87.15,3.64,136.53,2007,Connecticut
Year,8440.61,24.96,1.56,52.49,32599.58,33.25,4.94,99.0,58274.51,68.36,4.49,104.61,89575.26,95.95,3.71,94.05,167803.49,75.5,4.86,122.34,2007,Colorado
Year,10781.79,38.01,2.89,67.13,31645.78,49.76,2.55,79.85,53940.88,68.74,4.6,108.02,87794.68,105.73,4.63,108.49,177529.35,154.94,7.02,161.12,2007,California
Year,,,,,,,,,,,,,,,,,,,,,2007,Arkansas
Year,10504.82,36.09,3.33,56.96,30184.64,38.36,7.76,93.39,52836.64,58.16,4.91,140.17,88741.95,104.01,3.75,153.33,189554.93,63.01,5.33,119.69,2007,Arizona
